KEYWORDS, BEST,GOOD,BAD,EACH WORD %%
minimum,0,8,6,57.142857142857146
backlog,0,7,7,050.0
teladoc,0,1,6,14.285714285714286
tdoc,0,1,4,020.0
kite,0,0,1,000.0
quarterly,3,21,15,61.53846153846154
tracon,2,0,3,040.0
trc105,2,0,0,100.0
opdivo,1,0,0,100.0
lung,1,3,1,080.0
tcon,2,0,3,040.0
factors,3,18,24,46.666666666666664
influence,3,19,25,46.808510638297875
indicators,1,4,10,33.333333333333336
opportunity,1,5,10,037.5
duke,1,3,10,28.571428571428573
dana,1,3,9,30.76923076923077
property,2,6,13,38.095238095238095
time,1,12,20,39.39393939393939
cerner,1,3,9,30.76923076923077
emphasizes,1,4,10,33.333333333333336
economic,2,8,26,27.77777777777778
moneytrac,1,2,10,23.076923076923077
potsaver,1,2,7,030.0
networking,1,3,7,36.36363636363637
cannabis,4,9,25,34.21052631578947
businesses,2,4,9,040.0
gohe,2,2,10,28.571428571428573
lexagene,0,2,4,33.333333333333336
prototype,0,2,5,28.571428571428573
assembly,0,2,4,33.333333333333336
soon,2,5,7,050.0
fully,0,2,9,18.181818181818183
automated,0,3,4,42.857142857142854
access,0,2,8,020.0
pathogen,0,2,4,33.333333333333336
detection,0,2,4,33.333333333333336
landmark,2,3,7,41.666666666666664
asthma,4,6,14,41.666666666666664
device,4,8,15,44.44444444444444
choice,2,5,8,46.666666666666664
determines,2,3,7,41.666666666666664
control,2,11,13,050.0
transatlantic,0,0,1,000.0
drilling,0,3,5,037.5
entry,3,8,7,61.111111111111114
pledge,0,0,2,000.0
payment,3,2,13,27.77777777777778
dividends,2,8,5,66.66666666666667
preferred,2,8,10,050.0
liberty,4,3,5,58.333333333333336
financing,2,9,12,47.82608695652174
lease,0,8,4,66.66666666666667
delivery,1,6,7,050.0
airbus,0,1,0,100.0
a350,0,1,0,100.0
aircraft,0,2,7,22.22222222222222
malaysia,0,3,0,100.0
berhad,0,1,0,100.0
chfs,0,6,8,42.857142857142854
costco,0,1,3,025.0
wholesale,0,1,3,025.0
sales,5,14,52,26.760563380281692
publication,7,11,22,045.0
summarizes,1,4,5,050.0
studies,2,7,7,56.25
2127107,1,4,5,050.0
showing,3,5,8,050.0
tolerability,1,4,6,45.45454545454545
amplification,1,4,5,050.0
skeletal,1,4,5,050.0
muscle,1,4,5,050.0
response,2,4,5,54.54545454545455
nerve,1,4,6,45.45454545454545
activation,1,4,5,050.0
cytk,1,4,7,41.666666666666664
umpqua,2,8,16,38.46153846153846
formation,1,5,8,42.857142857142854
umpq,1,4,8,38.46153846153846
portola,0,9,8,52.94117647058823
betrixaban,0,9,7,56.25
andexanet,0,7,6,53.84615384615385
alfa,0,7,6,53.84615384615385
cerdulatinib,0,7,6,53.84615384615385
ptla,0,9,7,56.25
cumulus,0,0,1,000.0
restructuring,0,2,4,33.333333333333336
cmlsq,0,0,1,000.0
final,7,5,12,050.0
oral,5,6,8,57.89473684210526
prurisol,5,3,5,61.53846153846154
psoriasis,5,3,5,61.53846153846154
ipix,5,3,5,61.53846153846154
reservations,2,5,3,070.0
cryptolus,2,5,3,070.0
burgeoning,2,5,3,070.0
bitcoin,2,6,10,44.44444444444444
better,0,2,3,040.0
ended,4,18,28,044.0
bosc,0,2,3,040.0
magnegas,1,3,22,15.384615384615385
achieve,1,4,11,31.25
record,4,16,33,37.735849056603776
essi,1,2,8,27.272727272727273
force,1,2,14,17.647058823529413
adds,1,2,11,21.428571428571427
executives,1,3,10,28.571428571428573
accelerate,1,8,14,39.130434782608695
nathaniel,1,2,8,27.272727272727273
joins,5,12,30,36.170212765957444
innovative,1,4,10,33.333333333333336
food,2,6,10,44.44444444444444
holdings,9,21,44,40.54054054054054
ivfh,1,2,8,27.272727272727273
alliance,3,10,7,065.0
activision,1,9,2,83.33333333333333
blizzard,1,9,2,83.33333333333333
caterpillar,1,9,2,83.33333333333333
mcdermott,1,10,5,68.75
international,6,32,30,55.88235294117647
initiatives,2,15,14,54.83870967741935
sustained,2,14,12,57.142857142857146
welcomes,0,1,1,050.0
agency,0,2,1,66.66666666666667
vips,0,1,0,100.0
signature,1,3,2,66.66666666666667
regional,0,1,2,33.333333333333336
players,0,1,1,050.0
convene,1,1,0,100.0
showcases,0,1,0,100.0
debate,0,1,0,100.0
hotel,0,1,1,050.0
beach,0,1,0,100.0
altisource,0,0,1,000.0
residential,0,2,2,050.0
rental,0,2,3,040.0
homes,0,0,4,000.0
exceeds,0,0,1,000.0
resi,0,0,1,000.0
titan,1,12,9,59.09090909090909
machinery,0,5,7,41.666666666666664
october,0,7,8,46.666666666666664
titn,0,5,7,41.666666666666664
inet,0,4,9,30.76923076923077
regarding,0,7,11,38.888888888888886
securitized,0,4,9,30.76923076923077
derivatives,0,4,9,30.76923076923077
maker,0,4,9,30.76923076923077
wendel,1,4,7,41.666666666666664
value,2,8,12,45.45454545454545
last,2,12,15,48.275862068965516
portfolios,0,0,2,000.0
termination,1,1,5,28.571428571428573
systematic,0,0,1,000.0
plan,4,6,7,58.8235294117647
freeze,1,2,3,050.0
fundraising,1,2,4,42.857142857142854
donation,1,2,3,050.0
diabetes,1,3,5,44.44444444444444
awareness,1,2,3,050.0
frzt,1,2,3,050.0
applied,0,3,3,050.0
habitat,0,1,0,100.0
humanity,0,1,0,100.0
hurricane,0,1,0,100.0
recovery,0,1,1,050.0
efforts,0,1,1,050.0
achaogen,0,6,7,46.15384615384615
guggenheim,3,7,13,43.47826086956522
securities,3,13,29,35.55555555555556
boston,2,8,15,040.0
healthcare,12,63,64,53.9568345323741
akao,0,6,7,46.15384615384615
fintech,2,6,6,57.142857142857146
select,1,7,6,57.142857142857146
reduction,3,6,5,64.28571428571429
working,1,6,6,53.84615384615385
deficit,1,6,5,58.333333333333336
ftec,1,6,5,58.333333333333336
amphastar,0,1,0,100.0
medroxyprogesterone,0,1,0,100.0
acetate,0,1,0,100.0
injectable,0,1,0,100.0
suspension,0,2,1,66.66666666666667
amph,0,1,0,100.0
perry,1,1,2,050.0
ellis,1,1,2,050.0
pery,1,1,2,050.0
split,1,1,5,28.571428571428573
treasury,0,0,1,000.0
cannabisnewswire,2,2,10,28.571428571428573
discussing,2,2,9,30.76923076923077
marketplace,2,2,11,26.666666666666668
stmicroelectronics,0,1,0,100.0
collaborates,0,3,1,075.0
complete,2,7,6,060.0
stm32,0,1,0,100.0
node,0,1,0,100.0
solution,1,6,5,58.333333333333336
freertos,0,1,0,100.0
paris,1,10,4,73.33333333333333
instruments,0,8,7,53.333333333333336
makes,3,8,8,57.89473684210526
voluntary,0,5,7,41.666666666666664
prepayment,0,5,6,45.45454545454545
mksi,0,7,7,050.0
pennantpark,0,1,1,050.0
pnnt,0,0,1,000.0
westrock,0,1,0,100.0
webcast,0,3,2,060.0
enbridge,1,1,2,050.0
confirms,0,0,1,000.0
2020,2,0,7,22.22222222222222
laurentian,3,2,7,41.666666666666664
announce,8,24,26,55.172413793103445
silvercrest,0,8,5,61.53846153846154
bought,0,8,6,57.142857142857146
deal,1,11,12,050.0
placement,8,35,37,53.75
nabriva,2,2,8,33.333333333333336
nbrv,2,2,8,33.333333333333336
dorchester,0,0,1,000.0
minerals,2,2,6,040.0
managers,0,0,1,000.0
dmlp,0,0,1,000.0
1031,0,2,2,050.0
delaware,0,1,0,100.0
statutory,0,1,0,100.0
announcement,1,4,2,71.42857142857143
completed,1,4,6,45.45454545454545
period,3,11,10,58.333333333333336
oslo,1,9,11,47.61904761904762
golp01,0,7,6,53.84615384615385
avis,0,3,2,060.0
budget,1,4,4,55.55555555555556
march,3,7,19,34.48275862068966
towards,1,4,9,35.714285714285715
mobility,0,1,0,100.0
kansas,0,1,0,100.0
city,0,4,4,050.0
pegasystems,0,2,3,040.0
earns,0,1,0,100.0
award,1,4,9,35.714285714285715
consecutive,0,5,6,45.45454545454545
pega,0,1,1,050.0
plexus,0,0,1,000.0
presentation,2,5,6,53.84615384615385
37th,0,0,1,000.0
london,0,3,3,050.0
plxs,0,0,1,000.0
symphony,0,0,1,000.0
care,1,4,13,27.77777777777778
channel,0,0,1,000.0
cherokee,0,0,3,000.0
chke,0,0,3,000.0
marijuana,2,3,10,33.333333333333336
honeyb,1,1,7,22.22222222222222
healthy,1,2,7,030.0
living,1,1,7,22.22222222222222
benihemp,1,1,7,22.22222222222222
brand,1,1,8,020.0
pultegroup,0,2,1,66.66666666666667
bronze,0,1,0,100.0
brandon,0,1,0,100.0
hall,0,1,0,100.0
excellence,0,1,3,025.0
awards,1,2,4,42.857142857142854
blended,0,1,0,100.0
fagi,2,2,2,66.66666666666667
grupo,0,1,0,100.0
richard,0,1,0,100.0
novo,1,4,8,38.46153846153846
earn,1,4,8,38.46153846153846
artemis,1,4,8,38.46153846153846
biotelemetry,0,6,7,46.15384615384615
provide,0,8,10,44.44444444444444
cardiac,0,6,7,46.15384615384615
apple,0,6,9,040.0
heart,0,6,8,42.857142857142854
beat,0,6,7,46.15384615384615
smart,2,10,18,040.0
secondary,0,5,6,45.45454545454545
ordinary,0,5,6,45.45454545454545
avivagen,2,3,8,38.46153846153846
totaling,2,3,9,35.714285714285715
intellipharmaceutics,2,5,5,58.333333333333336
strengths,2,8,12,45.45454545454545
generic,2,5,5,58.333333333333336
focalin,2,5,5,58.333333333333336
pharmaceutical,4,13,11,60.714285714285715
ipci,2,5,5,58.333333333333336
respons,0,2,0,100.0
epos,0,1,0,100.0
germany,0,1,2,33.333333333333336
strengthening,0,5,0,100.0
position,1,1,2,050.0
digitalization,0,1,0,100.0
fuelcell,0,1,1,050.0
toyota,0,1,2,33.333333333333336
transportation,0,1,2,33.333333333333336
fcel,0,1,1,050.0
regulus,1,5,7,46.15384615384615
steps,1,5,8,42.857142857142854
antakori,1,5,7,46.15384615384615
peru,1,6,7,050.0
soitec,0,18,8,69.23076923076923
substrate,0,9,4,69.23076923076923
breakthrough,0,11,5,68.75
image,0,11,9,055.0
sensing,0,9,5,64.28571428571429
prognos,1,3,8,33.333333333333336
raises,1,5,9,040.0
predicting,1,3,8,33.333333333333336
earliest,1,3,8,33.333333333333336
denbury,2,6,5,61.53846153846154
note,2,6,5,61.53846153846154
agreements,3,13,9,064.0
santa,2,3,3,062.5
begin,3,4,5,58.333333333333336
matter,2,3,3,062.5
weeks,2,3,3,062.5
silver,2,5,7,050.0
significant,2,8,12,45.45454545454545
high,8,11,23,45.23809523809524
grade,3,6,10,47.36842105263158
tailings,2,3,3,062.5
acquisitions,2,4,6,050.0
make,2,3,3,062.5
announcements,2,3,3,062.5
sfeg,2,3,3,062.5
capitalising,0,3,7,030.0
combined,0,3,9,025.0
kraken,1,1,2,050.0
positive,3,13,15,51.61290322580645
expects,2,2,6,040.0
professional,0,0,2,000.0
diversity,0,0,2,000.0
sells,0,1,3,025.0
history,0,0,3,000.0
ipdn,0,0,2,000.0
presents,1,1,2,050.0
programming,2,0,2,050.0
provisioning,2,0,2,050.0
security,6,10,15,51.61290322580645
foundation,2,1,4,42.857142857142854
expertise,1,0,1,050.0
silicon,4,4,4,66.66666666666667
processes,1,0,1,050.0
ecosystem,1,0,2,33.333333333333336
altair,1,5,6,050.0
altr,1,5,6,050.0
catalyst,4,4,11,42.10526315789474
previously,1,3,9,30.76923076923077
cprx,1,1,9,18.181818181818183
aegean,5,5,3,76.92307692307692
marine,5,5,3,76.92307692307692
secured,6,6,3,080.0
borrowing,5,5,2,83.33333333333333
base,5,8,4,76.47058823529412
multicurrency,5,5,2,83.33333333333333
revolving,5,5,2,83.33333333333333
celldex,1,5,5,54.54545454545455
initiates,3,13,16,050.0
candidate,1,5,6,050.0
1140,1,5,5,54.54545454545455
solid,1,5,5,54.54545454545455
tumors,1,5,5,54.54545454545455
cldx,1,5,5,54.54545454545455
closes,1,5,7,46.15384615384615
subscribed,0,0,1,000.0
convertible,0,2,6,025.0
continued,0,9,8,52.94117647058823
broad,0,9,3,075.0
strength,0,10,4,71.42857142857143
across,1,12,4,76.47058823529412
geographies,0,9,3,075.0
ambarella,0,6,6,050.0
amba,0,6,6,050.0
fazal,0,4,8,33.333333333333336
merchant,0,4,8,33.333333333333336
ryman,0,4,8,33.333333333333336
hospitality,0,6,9,040.0
important,2,2,10,28.571428571428573
acorda,0,0,6,000.0
wolf,1,1,10,16.666666666666668
haldenstein,1,1,10,16.666666666666668
adler,1,1,10,16.666666666666668
freeman,1,1,10,16.666666666666668
herz,1,1,10,16.666666666666668
lawsuit,1,7,15,34.78260869565217
been,1,2,12,020.0
court,1,2,10,23.076923076923077
southern,1,3,8,33.333333333333336
york,1,5,9,040.0
purchased,0,0,5,000.0
suffered,1,1,9,18.181818181818183
losses,1,3,10,28.571428571428573
drill,0,2,4,33.333333333333336
multiple,0,5,6,45.45454545454545
intercepts,0,1,1,050.0
saddle,0,2,2,050.0
intersecting,0,1,1,050.0
hole,1,1,1,66.66666666666667
ttd045,0,1,1,050.0
uptick,0,3,2,060.0
newswire,0,3,2,060.0
interviews,0,3,2,060.0
progressive,1,4,4,55.55555555555556
success,1,3,5,44.44444444444444
rxmd,1,2,3,050.0
jolla,1,2,2,060.0
initiation,2,2,5,44.44444444444444
pivotal,0,2,2,050.0
ljpc,1,2,4,42.857142857142854
beta,0,0,2,000.0
thalassemia,0,1,2,33.333333333333336
rennova,0,0,2,000.0
fork,0,0,2,000.0
center,0,2,16,11.11111111111111
received,0,0,2,000.0
payments,0,0,2,000.0
provided,0,0,2,000.0
ramco,2,5,4,63.63636363636363
gershenson,2,5,4,63.63636363636363
reliant,0,1,1,050.0
clarifies,0,1,1,050.0
press,1,1,1,66.66666666666667
adding,0,2,2,050.0
detailed,1,5,14,030.0
assay,0,3,1,075.0
summer,0,1,2,33.333333333333336
statement,0,0,7,000.0
claim,0,0,2,000.0
clients,0,0,2,000.0
achieving,0,0,2,000.0
excess,0,2,3,040.0
nanometrics,0,1,1,050.0
expansion,2,6,12,040.0
impulse,0,1,1,050.0
integrated,0,9,5,64.28571428571429
metrology,0,1,1,050.0
nand,0,1,1,050.0
interconnect,0,1,1,050.0
process,0,2,2,050.0
nano,0,3,1,075.0
arrivals,0,0,2,000.0
fresh,0,0,2,000.0
inspiration,0,0,2,000.0
tile,0,0,2,000.0
shop,0,0,2,000.0
introduces,0,0,3,000.0
more,1,1,12,14.285714285714286
than,0,2,13,13.333333333333334
debuts,0,0,2,000.0
design,2,3,12,29.41176470588235
catalog,0,0,2,000.0
wabtec,0,1,1,050.0
melett,0,1,1,050.0
supplier,0,1,1,050.0
turbocharger,0,1,1,050.0
aftermarket,0,1,1,050.0
trinidad,0,1,3,025.0
platinex,0,1,2,33.333333333333336
sarepta,0,1,4,020.0
inducement,1,1,5,28.571428571428573
under,2,2,10,28.571428571428573
listing,1,2,5,037.5
rule,0,0,4,000.0
5635,0,0,4,000.0
srpt,0,1,4,020.0
rush,1,1,0,100.0
adopts,1,1,0,100.0
repurchase,2,5,4,63.63636363636363
rusha,1,1,0,100.0
atlas,0,0,2,000.0
engineered,0,0,2,000.0
clinton,0,0,2,000.0
truss,0,0,2,000.0
located,0,0,2,000.0
ontario,0,0,2,000.0
otcpk,1,0,1,050.0
retirement,1,0,6,14.285714285714286
majority,1,2,3,050.0
interdigital,2,0,1,66.66666666666667
electronics,1,1,1,66.66666666666667
sign,4,2,6,050.0
idcc,2,0,1,66.66666666666667
commercial,2,7,9,050.0
columbus,0,0,3,000.0
salt,0,0,2,000.0
lake,0,3,11,21.428571428571427
good,0,0,3,000.0
ovascience,0,0,4,000.0
massachusetts,0,0,3,000.0
comprehensive,1,4,7,41.666666666666664
pharmacy,0,1,4,020.0
assistrx,0,0,2,000.0
caret,0,0,2,000.0
hospital,0,1,2,33.333333333333336
selects,2,1,1,075.0
medication,0,1,2,33.333333333333336
therapy,1,6,11,38.888888888888886
nationwide,0,0,1,000.0
perspectives,1,4,13,27.77777777777778
tivo,0,0,2,000.0
lilly,0,0,2,000.0
rigel,0,0,2,000.0
spartannash,0,0,2,000.0
nustar,0,1,2,33.333333333333336
hornbeck,0,0,2,000.0
offshore,1,0,3,025.0
what,1,5,13,31.57894736842105
today,4,7,19,36.666666666666664
competitive,1,4,14,26.31578947368421
landscape,1,4,13,27.77777777777778
interstate,1,3,2,66.66666666666667
loansphere,1,1,1,66.66666666666667
servicing,1,1,1,66.66666666666667
relationship,1,1,1,66.66666666666667
verisk,1,2,2,060.0
poweradvocate,1,0,1,050.0
vrsk,1,1,1,66.66666666666667
globus,2,1,1,075.0
superiority,2,1,0,100.0
acdf,2,0,0,100.0
seven,2,0,1,66.66666666666667
years,2,1,5,037.5
gmed,2,1,1,075.0
streetwise,2,4,3,66.66666666666667
examines,2,4,3,66.66666666666667
permian,1,0,0,100.0
basin,1,1,1,66.66666666666667
acreage,2,0,0,100.0
would,1,0,0,100.0
eliminate,2,2,1,080.0
capex,1,0,0,100.0
retrophin,1,2,2,060.0
prescriptions,0,1,3,025.0
rtrx,1,2,2,060.0
inspiremd,0,1,1,050.0
cguard,0,1,1,050.0
australia,0,1,0,100.0
zealand,0,1,1,050.0
vietnam,0,1,0,100.0
nspr,0,1,1,050.0
washington,2,5,10,41.1764705882353
reit,1,5,14,030.0
earnings,1,19,21,48.78048780487805
calls,0,4,5,44.44444444444444
skechers,0,0,4,000.0
mustang,0,0,1,000.0
harvard,0,0,1,000.0
university,0,0,2,000.0
collaboration,0,8,11,42.10526315789474
beth,0,0,1,000.0
israel,0,1,1,050.0
deaconess,0,0,1,000.0
develop,0,3,4,42.857142857142854
crispr,0,4,2,66.66666666666667
cas9,0,0,1,000.0
enhanced,0,0,2,000.0
therapies,1,7,3,72.72727272727273
fbio,0,0,1,000.0
aton,1,1,2,050.0
discovery,1,1,6,025.0
mineralized,0,0,2,000.0
zone,0,0,4,000.0
bohlog,0,0,2,000.0
prospect,0,0,4,000.0
assays,0,1,2,33.333333333333336
grading,0,0,2,000.0
franchise,1,2,3,050.0
report,5,3,18,30.76923076923077
exclusive,1,5,9,040.0
fnhi,1,1,3,040.0
keyera,1,0,1,050.0
provision,2,1,4,42.857142857142854
holding,3,5,11,42.10526315789474
pvho,2,1,4,42.857142857142854
macb,1,0,1,050.0
cybersecurity,1,0,1,050.0
information,1,1,5,28.571428571428573
task,1,1,1,66.66666666666667
order,3,6,9,050.0
protect,0,2,3,040.0
historic,0,1,1,050.0
rise,0,1,1,050.0
active,0,1,1,050.0
infringement,0,4,4,050.0
cases,0,1,1,050.0
predicts,0,1,1,050.0
ahead,0,1,1,050.0
imtl,0,2,2,050.0
biolargo,0,0,1,000.0
disruptive,0,0,1,000.0
water,2,0,1,66.66666666666667
advanced,0,3,8,27.272727272727273
wound,0,0,1,000.0
blgo,0,0,1,000.0
vestas,2,0,1,66.66666666666667
transactions,2,1,3,050.0
connection,2,1,2,060.0
back,2,1,1,075.0
programme,3,1,2,66.66666666666667
railenium,0,0,4,000.0
technical,1,0,3,025.0
boosts,0,0,2,000.0
contribution,0,0,4,000.0
french,0,0,2,000.0
rail,0,2,2,050.0
sector,3,4,11,38.888888888888886
auction,0,2,0,100.0
life,0,2,4,33.333333333333336
wheels,0,2,0,100.0
11h55,0,0,2,000.0
transport,0,0,4,000.0
rejoint,0,0,2,000.0
institut,0,0,2,000.0
recherche,0,0,4,000.0
technologique,0,0,2,000.0
acclre,0,0,2,000.0
ferroviaire,0,0,2,000.0
franais,0,0,2,000.0
soutenant,0,0,2,000.0
service,4,4,7,53.333333333333336
comptitivit,0,0,2,000.0
filire,0,0,2,000.0
analysts,1,4,2,71.42857142857143
brokered,5,8,8,61.904761904761905
distributor,1,0,3,025.0
providing,0,0,2,000.0
opioids,0,0,1,000.0
surgery,0,0,2,000.0
follow,0,1,2,33.333333333333336
paradigm,0,0,1,000.0
hovnanian,0,1,5,16.666666666666668
arcelormittal,0,0,1,000.0
issuance,4,5,5,64.28571428571429
fixed,0,0,1,000.0
rate,0,3,8,27.272727272727273
emtn,0,0,1,000.0
amsterdam,1,0,1,050.0
cbis,2,2,7,36.36363636363637
hearing,2,1,6,33.333333333333336
next,0,4,13,23.529411764705884
injunction,0,0,1,000.0
arguments,0,0,1,000.0
disregarded,0,0,1,000.0
joaquin,0,0,1,000.0
county,0,0,1,000.0
jacquie,1,0,0,100.0
smiles,1,0,0,100.0
groupon,1,0,0,100.0
rich,1,0,0,100.0
williams,2,1,1,075.0
opening,4,1,6,45.45454545454545
bell,2,0,2,050.0
holiday,1,3,5,44.44444444444444
celebration,1,0,1,050.0
chamberlain,0,0,1,000.0
against,1,10,16,40.74074074074074
nortek,0,0,1,000.0
raven,0,0,1,000.0
industries,1,7,20,28.571428571428573
authorizes,0,1,1,050.0
approves,0,2,2,050.0
ravn,0,0,1,000.0
marketaxess,1,1,1,66.66666666666667
volume,2,1,2,060.0
statistics,1,1,1,66.66666666666667
mktx,1,1,1,66.66666666666667
camera,0,0,1,000.0
register,0,1,1,050.0
emcore,0,0,1,000.0
emkr,0,0,1,000.0
statoil,0,1,4,020.0
issue,0,2,5,28.571428571428573
scrip,0,1,0,100.0
eqnr,0,1,4,020.0
tabula,0,1,2,33.333333333333336
rasa,0,1,2,33.333333333333336
trhc,0,1,2,33.333333333333336
brian,2,0,1,66.66666666666667
daniels,0,0,1,000.0
scientific,0,0,3,000.0
advisory,1,6,4,63.63636363636363
barings,1,0,3,025.0
duration,0,0,2,000.0
yield,0,2,2,050.0
fund,2,4,10,037.5
1534,0,0,1,000.0
floating,0,1,1,050.0
upsizes,0,1,0,100.0
pflt,0,1,0,100.0
brookfield,1,5,5,54.54545454545455
reset,0,1,0,100.0
preference,0,1,2,33.333333333333336
agrochemical,0,0,1,000.0
regulatory,0,0,5,000.0
situation,0,0,1,000.0
brazil,0,1,2,33.333333333333336
vornado,0,1,1,050.0
cumulative,0,1,2,33.333333333333336
redeemable,0,1,1,050.0
hexcel,1,0,2,33.333333333333336
upcoming,1,6,8,46.666666666666664
momentum,0,0,3,000.0
regeneron,0,0,1,000.0
suntrust,0,0,1,000.0
banks,0,2,2,050.0
interpublic,0,0,1,000.0
companies,1,5,10,037.5
intersect,0,0,1,000.0
granite,1,0,1,050.0
construction,0,1,4,020.0
spok,0,0,1,000.0
discovering,0,0,3,000.0
underlying,0,0,3,000.0
depomed,0,1,1,050.0
nucynta,0,2,1,66.66666666666667
commercialization,1,2,2,060.0
collegium,0,3,1,075.0
depo,0,1,1,050.0
connecture,1,0,0,100.0
lindstrom,1,0,0,100.0
gendis,0,0,1,000.0
honourable,0,1,0,100.0
herb,0,1,0,100.0
dhaliwal,0,1,0,100.0
stamper,0,2,0,100.0
stmp,0,2,0,100.0
kayne,1,2,2,060.0
anderson,1,2,2,060.0
midstream,1,8,7,56.25
unaudited,2,2,4,050.0
balance,0,1,5,16.666666666666668
sheet,1,0,5,16.666666666666668
coverage,0,4,9,30.76923076923077
ratios,0,0,2,000.0
investments,1,1,0,100.0
knoll,0,0,1,000.0
motor,0,0,1,000.0
pt6a,0,0,1,000.0
140ag,0,0,1,000.0
pratt,0,0,1,000.0
whitney,0,1,1,050.0
entra,0,0,1,000.0
servio,0,0,1,000.0
completamente,0,0,1,000.0
problemas,0,0,1,000.0
502xp,0,0,1,000.0
tractor,0,1,1,050.0
return,0,1,2,33.333333333333336
blackberry,0,4,6,040.0
secures,0,3,7,030.0
indonesia,0,0,1,000.0
cyberthreats,0,0,1,000.0
pgascom,0,0,1,000.0
helps,0,3,1,075.0
saka,0,0,1,000.0
energi,0,0,1,000.0
ezcorp,0,0,1,000.0
pawn,0,0,1,000.0
stores,0,2,3,040.0
sinaloa,0,0,1,000.0
mexico,0,2,2,050.0
ezpw,0,0,1,000.0
alaska,0,2,1,66.66666666666667
federal,1,1,3,040.0
prosperity,0,0,1,000.0
bancshares,1,1,2,050.0
bancorpsouth,0,0,1,000.0
turquoise,0,0,1,000.0
hill,0,0,1,000.0
peregrine,2,2,1,080.0
after,2,0,3,040.0
close,1,0,0,100.0
pphm,2,2,0,100.0
toll,1,2,1,075.0
brothers,1,2,1,075.0
supply,1,5,8,42.857142857142854
coupa,0,0,1,000.0
coup,0,0,1,000.0
galectin,0,1,0,100.0
nash,2,1,0,100.0
galt,0,1,0,100.0
wabco,0,1,4,020.0
dongfeng,0,0,1,000.0
liuzhou,0,0,1,000.0
strengthen,0,0,1,000.0
extend,0,1,2,33.333333333333336
chocolate,0,0,4,000.0
hershey,0,1,2,33.333333333333336
cookie,0,0,1,000.0
layer,0,0,1,000.0
crunch,0,0,1,000.0
triple,1,0,1,050.0
flavor,0,0,1,000.0
prostate,0,1,2,33.333333333333336
completing,1,0,1,050.0
post,2,2,5,44.44444444444444
exam,0,0,1,000.0
oncbiomune,0,0,1,000.0
immunotherapy,0,2,5,28.571428571428573
progression,0,1,1,050.0
obmp,0,1,1,050.0
werner,0,1,1,050.0
schools,0,0,1,000.0
receive,0,0,1,000.0
military,0,0,1,000.0
friendly,0,0,1,000.0
wern,0,0,1,000.0
maroon,0,0,1,000.0
depends,0,0,1,000.0
album,0,0,1,000.0
pill,0,0,1,000.0
blues,0,0,1,000.0
windfall,0,0,1,000.0
immudyne,0,0,1,000.0
amilya,0,0,1,000.0
antonetti,0,0,1,000.0
digital,4,9,12,052.0
strategist,0,0,1,000.0
immd,0,0,1,000.0
broadwind,0,0,1,000.0
bwen,0,0,1,000.0
river,1,0,0,100.0
omnify,1,0,0,100.0
seamless,1,2,1,075.0
communication,1,0,0,100.0
owens,0,0,1,000.0
corning,0,0,1,000.0
pacific,0,2,7,22.22222222222222
western,1,1,6,025.0
craft,0,1,2,33.333333333333336
brew,0,0,1,000.0
cybercriminals,1,0,0,100.0
switching,1,0,0,100.0
impersonation,1,0,0,100.0
attacks,1,0,0,100.0
bypass,1,0,0,100.0
mime,1,1,2,050.0
amarantus,3,3,3,66.66666666666667
elto,0,0,1,000.0
pharma,0,4,11,26.666666666666668
european,2,1,4,42.857142857142854
application,1,10,12,47.82608695652174
covering,3,5,7,53.333333333333336
method,0,0,1,000.0
treating,0,0,1,000.0
cognitive,0,0,1,000.0
impairment,0,0,1,000.0
associated,1,2,3,050.0
alzheimer,1,1,1,66.66666666666667
parkinson,1,1,4,33.333333333333336
eltoprazine,0,0,1,000.0
ambs,3,3,3,66.66666666666667
vereit,0,0,1,000.0
carnival,0,0,1,000.0
northwestern,0,0,1,000.0
vocera,0,0,1,000.0
flexion,0,1,1,050.0
flxn,0,1,1,050.0
ctx001,0,1,0,100.0
gene,1,3,4,050.0
edited,0,1,0,100.0
medicine,2,3,7,41.666666666666664
sickle,0,1,0,100.0
cell,1,2,3,050.0
crsp,0,2,1,66.66666666666667
updated,1,1,1,66.66666666666667
paclitaxel,1,0,0,100.0
negative,1,1,1,66.66666666666667
breast,2,4,0,100.0
presented,1,1,1,66.66666666666667
antonio,1,1,0,100.0
cala,1,0,1,050.0
unveils,0,0,1,000.0
actimab,0,0,1,000.0
planned,0,0,1,000.0
myelodysplastic,0,0,1,000.0
syndromes,0,0,1,000.0
targeted,0,5,3,062.5
genetic,0,0,1,000.0
mutations,0,2,1,66.66666666666667
francesca,0,1,4,020.0
fran,0,1,5,16.666666666666668
inap,0,0,2,000.0
managed,1,0,1,050.0
storage,0,0,3,000.0
gartner,0,2,3,040.0
lands,0,0,4,000.0
lendingclub,1,1,2,050.0
textron,0,0,1,000.0
allison,0,0,1,000.0
transmission,0,1,1,050.0
lyon,0,0,1,000.0
william,0,0,1,000.0
korn,0,0,1,000.0
ferry,0,0,1,000.0
woodmark,0,0,1,000.0
fiberlight,0,0,1,000.0
appoints,1,3,6,040.0
leader,0,2,2,050.0
macneil,0,0,1,000.0
executive,1,3,9,30.76923076923077
philip,0,3,4,42.857142857142854
morris,0,3,4,42.857142857142854
lennar,0,1,0,100.0
herc,0,1,0,100.0
