BlackRock,0,1,2,33.333333333333336
AMSC,0,2,2,050.0
Orders,0,5,8,38.46153846153846
Tautachrome,0,0,2,000.0
Start,2,0,2,050.0
Date,0,1,3,025.0
Details,0,0,2,000.0
Cryptotoken,0,0,2,000.0
Sale,0,3,10,23.076923076923077
Other,12,16,30,48.275862068965516
TTCM,0,0,2,000.0
Spring,1,1,0,100.0
Savings,1,1,0,100.0
Domination,1,1,0,100.0
Spirit,1,3,0,100.0
Airlines,2,14,3,84.21052631578948
Eleven,1,1,0,100.0
Routes,1,1,0,100.0
Seasons,1,1,0,100.0
Hottest,1,1,0,100.0
Destinations,1,2,0,100.0
SAVE,1,2,0,100.0
Chipotle,2,0,0,100.0
founder,2,0,0,100.0
investor,2,1,0,100.0
patience,2,0,0,100.0
expires,2,0,0,100.0
10h56,0,0,2,000.0
signe,0,0,2,000.0
avec,0,0,2,000.0
CemAir,0,0,2,000.0
commande,0,0,2,000.0
deux,0,0,2,000.0
nouveaux,0,0,2,000.0
avions,0,0,2,000.0
Q400,0,0,2,000.0
Expiration,1,1,2,050.0
Tender,0,1,4,020.0
Offer,0,2,3,040.0
Sherwin,0,1,1,050.0
Williams,2,2,2,66.66666666666667
Poised,0,1,1,050.0
Valspar,0,1,1,050.0
Buyout,0,1,1,050.0
Cuts,0,1,1,050.0
Renewable,1,3,0,100.0
Participate,2,8,12,45.45454545454545
ROTH,1,1,0,100.0
Industrial,1,3,1,080.0
Cleantech,1,1,0,100.0
REGI,1,1,0,100.0
Total,0,3,5,037.5
Increased,0,1,2,33.333333333333336
Card,0,1,1,050.0
Link,2,6,3,72.72727272727273
Offers,0,1,2,33.333333333333336
Vertical,0,1,1,050.0
Pediapharm,0,1,1,050.0
Death,1,1,1,66.66666666666667
Director,1,4,6,45.45454545454545
Sprint,1,0,1,050.0
There,1,2,2,060.0
Reason,1,0,1,050.0
SoftBank,1,0,1,050.0
Would,2,0,1,66.66666666666667
Want,1,0,1,050.0
Asks,1,0,1,050.0
BTIG,1,0,1,050.0
Relocation,0,0,1,000.0
Corporate,0,2,2,050.0
Headquarters,0,2,2,050.0
Midtown,0,0,1,000.0
Manhattan,0,0,1,000.0
Workday,0,0,1,000.0
Subscription,0,1,2,33.333333333333336
Churchill,0,1,0,100.0
Downs,0,1,0,100.0
Incorporated,0,1,0,100.0
Fish,0,1,0,100.0
Aristocrat,0,1,0,100.0
CHDN,0,1,0,100.0
Cesca,0,1,0,100.0
Public,7,9,15,51.61290322580645
shares,0,2,0,100.0
KOOL,0,1,0,100.0
Aeglea,0,1,0,100.0
BioTherapeutics,0,1,0,100.0
Doses,1,1,1,66.66666666666667
Pediatric,0,3,2,060.0
Arginase,0,1,0,100.0
Deficiency,0,1,2,33.333333333333336
Pegzilarginase,0,1,0,100.0
AEB1102,0,1,0,100.0
AGLE,0,1,0,100.0
Univest,0,0,1,000.0
UVSP,0,0,1,000.0
Semtech,3,5,6,57.142857142857146
SMTC,3,5,6,57.142857142857146
Newtek,0,0,1,000.0
Rated,0,0,1,000.0
Small,0,0,3,000.0
Loan,0,5,12,29.41176470588235
Securitization,0,2,4,33.333333333333336
NEWT,0,0,1,000.0
MobiCard,0,2,2,050.0
Commencement,1,5,2,075.0
Trading,0,1,2,33.333333333333336
Strategy,0,3,0,100.0
Cryptocurrency,0,3,3,050.0
MobiCoin,0,2,2,050.0
Broadcasting,0,0,1,000.0
Subsidiary,2,6,9,47.05882352941177
Azteca,0,0,1,000.0
America,2,1,7,030.0
HCHC,0,0,1,000.0
Trius,0,1,0,100.0
Shareholder,2,3,0,100.0
Turbo,1,0,0,100.0
announced,1,2,1,075.0
initial,1,0,0,100.0
launch,1,0,0,100.0
Millisecond,1,0,0,100.0
Create,1,2,8,27.272727272727273
Cloud,0,4,4,050.0
Connected,0,0,5,000.0
Embedded,0,0,1,000.0
Microchip,1,3,7,36.36363636363637
Expanded,0,0,1,000.0
Offerings,0,0,1,000.0
MCHP,0,0,1,000.0
Adamis,0,0,1,000.0
Submits,0,1,3,025.0
Prior,1,2,2,060.0
Approval,1,7,12,040.0
Supplement,0,2,2,050.0
Version,0,0,1,000.0
Symjepi,0,0,1,000.0
ADMP,0,0,1,000.0
Focus,2,5,7,050.0
Drives,1,3,12,025.0
Metrics,1,3,6,040.0
Gulf,1,0,1,050.0
Coast,0,0,1,000.0
Cowen,0,0,1,000.0
EXXI,0,0,1,000.0
Science,1,5,6,050.0
Negotiations,0,3,6,33.333333333333336
Nanoderm,0,3,6,33.333333333333336
Distribution,2,8,7,58.8235294117647
Three,4,9,16,44.827586206896555
Countries,0,3,6,33.333333333333336
Seropositive,0,3,6,33.333333333333336
AIDS,0,3,6,33.333333333333336
ETST,0,3,6,33.333333333333336
Advantex,0,0,1,000.0
Great,2,6,2,080.0
Lakes,2,5,2,77.77777777777777
Changes,2,9,11,050.0
GLDD,2,5,2,77.77777777777777
Nine,0,5,5,050.0
Months,2,9,11,050.0
Declares,1,8,11,045.0
Expected,0,5,5,050.0
revenues,0,5,7,41.666666666666664
completion,0,5,5,050.0
growth,0,12,12,050.0
program,0,6,6,050.0
charters,0,5,5,050.0
bring,1,5,6,050.0
fleet,1,6,8,46.666666666666664
long,0,5,5,050.0
term,0,5,5,050.0
contracts,0,5,6,45.45454545454545
minimum,0,5,5,050.0
backlog,0,5,5,050.0
Teladoc,0,1,2,33.333333333333336
TDOC,0,1,2,33.333333333333336
Kite,0,0,1,000.0
Quarterly,3,17,13,60.60606060606061
TRACON,2,0,1,66.66666666666667
TRC105,2,0,0,100.0
Opdivo,1,0,0,100.0
Lung,1,2,0,100.0
TCON,2,0,1,66.66666666666667
Factors,2,11,13,050.0
Influence,2,11,13,050.0
Indicators,1,3,6,040.0
Opportunity,1,4,6,45.45454545454545
Duke,1,3,6,040.0
Dana,1,3,6,040.0
Property,2,5,10,41.1764705882353
Cerner,1,3,6,040.0
Emphasizes,1,3,6,040.0
Economic,1,3,15,21.05263157894737
MoneyTrac,1,2,6,33.333333333333336
PotSaver,1,2,6,33.333333333333336
Networking,1,3,6,040.0
Cannabis,4,5,14,39.130434782608695
Businesses,1,3,6,040.0
GOHE,1,2,6,33.333333333333336
LexaGene,0,1,4,020.0
Prototype,0,1,4,020.0
Assembly,0,1,4,020.0
Soon,0,1,4,020.0
Fully,0,1,4,020.0
Automated,0,1,4,020.0
Access,0,1,4,020.0
Pathogen,0,1,4,020.0
Detection,0,1,4,020.0
Landmark,2,2,6,040.0
asthma,4,4,12,040.0
study,2,3,7,41.666666666666664
demonstrates,2,2,6,040.0
device,2,2,6,040.0
choice,2,2,6,040.0
determines,2,2,6,040.0
control,2,7,9,050.0
TransAtlantic,0,0,1,000.0
Drilling,0,3,5,037.5
Entry,2,7,6,060.0
Term,2,7,10,47.36842105263158
Pledge,0,0,1,000.0
Dividends,2,6,3,72.72727272727273
Preferred,2,6,7,53.333333333333336
Liberty,1,1,1,66.66666666666667
Financing,0,5,3,062.5
Lease,0,8,3,72.72727272727273
Delivery,1,3,4,050.0
Airbus,1,1,1,66.66666666666667
A350,0,1,0,100.0
Aircraft,0,2,0,100.0
Malaysia,0,3,0,100.0
Berhad,0,1,0,100.0
CHFS,0,5,5,050.0
Costco,0,1,2,33.333333333333336
Wholesale,0,1,2,33.333333333333336
Sales,1,8,31,022.5
COST,0,1,2,33.333333333333336
Publication,6,7,15,46.42857142857143
Summarizes,1,3,5,44.44444444444444
Studies,1,3,5,44.44444444444444
2127107,1,3,5,44.44444444444444
Showing,3,3,8,42.857142857142854
Tolerability,1,3,5,44.44444444444444
Amplification,1,3,5,44.44444444444444
Skeletal,1,3,5,44.44444444444444
Muscle,1,3,5,44.44444444444444
Response,1,3,5,44.44444444444444
Nerve,1,3,6,040.0
Activation,1,3,5,44.44444444444444
CYTK,1,3,5,44.44444444444444
Umpqua,2,6,12,040.0
Formation,1,3,6,040.0
UMPQ,1,3,6,040.0
Portola,0,7,6,53.84615384615385
Betrixaban,0,5,5,050.0
Andexanet,0,5,5,050.0
Alfa,0,5,5,050.0
Cerdulatinib,0,5,5,050.0
PTLA,0,7,6,53.84615384615385
Cumulus,0,0,1,000.0
Restructuring,0,2,2,050.0
CMLSQ,0,0,1,000.0
Final,3,4,6,53.84615384615385
Innovation,3,3,5,54.54545454545455
Oral,3,6,5,64.28571428571429
Prurisol,3,3,4,060.0
Psoriasis,3,3,4,060.0
IPIX,3,3,4,060.0
Reservations,2,5,2,77.77777777777777
Cryptolus,2,5,2,77.77777777777777
Burgeoning,2,5,2,77.77777777777777
BitCoin,2,5,2,77.77777777777777
Better,0,2,3,040.0
ended,0,6,9,040.0
BOSC,0,2,3,040.0
MagneGas,0,2,8,020.0
Achieve,0,2,8,020.0
ESSI,0,2,8,020.0
Force,0,2,8,020.0
Adds,0,2,11,15.384615384615385
Industry,0,4,11,26.666666666666668
Executives,0,2,8,020.0
Accelerate,0,4,11,26.666666666666668
Nathaniel,1,2,6,33.333333333333336
Joins,3,6,17,34.61538461538461
Innovative,1,2,6,33.333333333333336
Food,2,6,7,53.333333333333336
Holdings,4,13,23,042.5
IVFH,1,2,6,33.333333333333336
Alliance,2,7,6,060.0
Activision,1,6,2,77.77777777777777
Blizzard,1,6,2,77.77777777777777
Caterpillar,1,6,2,77.77777777777777
McDermott,1,7,4,66.66666666666667
International,5,24,19,60.416666666666664
Major,2,13,13,53.57142857142857
Initiatives,1,8,6,060.0
Sustained,1,8,6,060.0
Welcomes,0,1,0,100.0
Brands,0,3,4,42.857142857142854
Agency,0,2,1,66.66666666666667
VIPs,0,1,0,100.0
Signature,1,2,1,075.0
regional,0,1,0,100.0
players,0,1,0,100.0
convene,0,1,0,100.0
showcases,0,1,0,100.0
debate,0,1,0,100.0
Hotel,0,1,0,100.0
Beach,0,1,0,100.0
Altisource,0,0,1,000.0
Residential,0,2,2,050.0
Rental,0,2,3,040.0
Homes,0,0,2,000.0
Exceeds,0,0,1,000.0
RESI,0,0,1,000.0
Titan,1,7,8,050.0
Machinery,0,3,6,33.333333333333336
Ended,1,6,13,035.0
October,0,5,7,41.666666666666664
TITN,0,3,6,33.333333333333336
INET,0,3,7,030.0
regarding,0,3,8,27.272727272727273
Securitized,0,3,7,030.0
Derivatives,0,3,7,030.0
Maker,0,3,7,030.0
effective,0,3,7,030.0
WENDEL,0,2,7,22.22222222222222
asset,0,2,9,18.181818181818183
share,2,2,8,33.333333333333336
last,0,2,8,020.0
months,1,2,9,025.0
Portfolios,0,0,2,000.0
Termination,0,0,2,000.0
Systematic,0,0,1,000.0
Plan,3,5,4,66.66666666666667
Freeze,1,2,2,060.0
Fundraising,1,2,2,060.0
Donation,1,2,2,060.0
Diabetes,1,2,2,060.0
Awareness,1,2,2,060.0
FRZT,1,2,2,060.0
Applied,0,3,1,075.0
Habitat,0,1,0,100.0
Humanity,0,1,0,100.0
Hurricane,0,1,0,100.0
Recovery,0,1,0,100.0
Efforts,0,1,0,100.0
Achaogen,0,5,5,050.0
Guggenheim,2,7,11,045.0
Securities,1,9,15,040.0
Healthcare,5,26,30,50.81967213114754
AKAO,0,5,5,050.0
Fintech,1,3,5,44.44444444444444
Select,1,4,5,050.0
Reduction,2,3,5,050.0
Working,1,3,5,44.44444444444444
Deficit,1,3,5,44.44444444444444
FTEC,1,3,5,44.44444444444444
Amphastar,0,1,0,100.0
Medroxyprogesterone,0,1,0,100.0
Acetate,0,1,0,100.0
Injectable,0,1,0,100.0
Suspension,0,2,0,100.0
AMPH,0,1,0,100.0
Perry,0,1,2,33.333333333333336
Ellis,0,1,2,33.333333333333336
PERY,0,1,2,33.333333333333336
Split,0,0,2,000.0
Treasury,2,0,1,66.66666666666667
CannabisNewsWire,2,2,6,040.0
Discussing,2,2,6,040.0
Marketplace,2,2,7,36.36363636363637
STMicroelectronics,0,1,0,100.0
Collaborates,0,3,1,075.0
Complete,1,4,4,55.55555555555556
STM32,0,1,0,100.0
Based,0,4,6,040.0
Node,0,1,0,100.0
Solution,0,1,2,33.333333333333336
FreeRTOS,0,1,0,100.0
Paris,0,8,3,72.72727272727273
Instruments,0,4,6,040.0
Voluntary,0,4,6,040.0
Prepayment,0,4,6,040.0
MKSI,0,4,6,040.0
PennantPark,0,1,1,050.0
PNNT,0,0,1,000.0
WestRock,0,1,0,100.0
Webcast,0,1,1,050.0
Enbridge,1,1,2,050.0
Confirms,0,0,1,000.0
2020,2,0,5,28.571428571428573
Laurentian,3,2,5,050.0
announce,3,2,5,050.0
fourth,3,2,6,45.45454545454545
quarter,3,6,12,42.857142857142854
fiscal,3,3,6,050.0
results,3,7,11,47.61904761904762
SilverCrest,0,6,4,060.0
Bought,0,6,4,060.0
Deal,1,8,9,050.0
Placement,5,23,27,50.90909090909091
Long,1,3,2,66.66666666666667
Nabriva,1,2,6,33.333333333333336
NBRV,1,2,6,33.333333333333336
Dorchester,0,0,1,000.0
Minerals,1,2,4,42.857142857142854
Managers,0,0,1,000.0
DMLP,0,0,1,000.0
1031,0,2,0,100.0
Delaware,0,1,0,100.0
Statutory,0,1,0,100.0
Announcement,1,2,0,100.0
Completed,0,3,0,100.0
period,2,4,7,46.15384615384615
Oslo,0,6,10,037.5
GOLP01,0,4,6,040.0
Avis,0,3,1,075.0
Budget,1,4,2,71.42857142857143
March,0,1,0,100.0
Towards,1,4,6,45.45454545454545
Mobility,0,1,0,100.0
With,5,17,31,41.509433962264154
Kansas,0,1,0,100.0
City,0,4,2,66.66666666666667
Pegasystems,0,2,3,040.0
Earns,0,1,0,100.0
Award,1,2,3,050.0
Consecutive,0,3,2,060.0
PEGA,0,1,1,050.0
Plexus,0,0,1,000.0
Presentation,1,1,1,66.66666666666667
37th,0,0,1,000.0
London,0,0,2,000.0
PLXS,0,0,1,000.0
Symphony,0,0,1,000.0
Care,1,4,8,38.46153846153846
Channel,0,0,1,000.0
Cherokee,0,0,3,000.0
Announce,1,9,5,66.66666666666667
CHKE,0,0,3,000.0
Marijuana,2,1,5,037.5
HoneyB,1,1,5,28.571428571428573
Healthy,1,1,5,28.571428571428573
Living,1,1,5,28.571428571428573
BeniHemp,1,1,5,28.571428571428573
Brand,1,1,5,28.571428571428573
PulteGroup,0,1,0,100.0
Bronze,0,1,0,100.0
Brandon,0,1,0,100.0
Hall,0,1,0,100.0
Excellence,0,1,1,050.0
Awards,1,1,2,050.0
Blended,0,1,0,100.0
FAGI,2,2,2,66.66666666666667
Grupo,0,1,0,100.0
Richard,0,1,0,100.0
Glitch,0,4,6,040.0
world,0,4,6,040.0
biggest,0,4,6,040.0
airline,0,4,6,040.0
could,0,4,6,040.0
festive,0,4,6,040.0
flights,0,4,6,040.0
grounded,0,4,6,040.0
employees,0,1,3,025.0
federal,0,1,0,100.0
court,0,1,0,100.0
uniform,0,1,0,100.0
lawsuit,1,2,5,037.5
Novo,1,3,6,040.0
Earn,1,3,6,040.0
Artemis,1,3,6,040.0
BioTelemetry,0,4,6,040.0
Provide,0,6,8,42.857142857142854
Cardiac,0,4,6,040.0
Apples,0,4,6,040.0
Heart,0,4,7,36.36363636363637
BEAT,0,4,6,040.0
SMART,0,4,6,040.0
Secondary,0,4,6,040.0
Ordinary,0,4,6,040.0
ConocoPhillips,3,3,4,060.0
Down,3,3,4,060.0
Rebound,4,4,4,66.66666666666667
Avivagen,2,1,7,030.0
Totaling,2,1,8,27.272727272727273
Intellipharmaceutics,2,3,4,55.55555555555556
Strengths,2,3,4,55.55555555555556
Generic,2,3,4,55.55555555555556
Focalin,2,3,4,55.55555555555556
Pharmaceutical,2,8,8,55.55555555555556
IPCI,2,3,4,55.55555555555556
Respons,0,2,0,100.0
acquires,0,1,1,050.0
EPOS,0,1,0,100.0
Germany,0,1,2,33.333333333333336
strengthening,0,1,0,100.0
position,0,1,0,100.0
industrial,0,1,0,100.0
digitalization,0,1,0,100.0
services,0,2,2,050.0
FuelCell,0,1,0,100.0
Toyota,0,1,1,050.0
Transportation,0,1,2,33.333333333333336
FCEL,0,1,0,100.0
Ways,1,0,0,100.0
Regulus,1,4,5,050.0
Steps,1,4,6,45.45454545454545
AntaKori,1,4,5,050.0
Peru,1,4,5,050.0
Stocks,3,4,7,050.0
Watch,3,3,4,060.0
Thursday,5,4,8,52.94117647058823
Jack,3,3,4,060.0
JACK,3,3,4,060.0
Juniper,3,3,4,060.0
Networks,3,8,7,61.111111111111114
JNPR,3,3,4,060.0
SOITEC,0,14,6,070.0
ANNOUNCES,1,8,4,69.23076923076923
SUBSTRATE,0,7,3,070.0
BREAKTHROUGH,0,7,3,070.0
IMAGE,0,7,3,070.0
SENSING,0,7,3,070.0
DEVICES,0,7,3,070.0
Prognos,1,3,6,040.0
Raises,1,3,7,36.36363636363637
Predicting,1,3,6,040.0
Earliest,1,3,6,040.0
Trade,1,4,4,55.55555555555556
Netflix,1,4,4,55.55555555555556
Nearing,1,4,4,55.55555555555556
Spot,1,4,4,55.55555555555556
Again,1,4,4,55.55555555555556
Denbury,1,5,4,060.0
Note,1,5,4,060.0
Agreements,1,8,4,69.23076923076923
Santa,2,3,2,71.42857142857143
Begin,3,4,3,070.0
Matter,2,3,2,71.42857142857143
Weeks,2,3,2,71.42857142857143
Silver,2,5,4,63.63636363636363
Significant,2,8,6,062.5
Grade,2,4,4,060.0
Tailings,2,3,2,71.42857142857143
Acquisitions,2,4,4,060.0
make,2,3,3,062.5
announcements,2,3,2,71.42857142857143
soon,2,3,2,71.42857142857143
SFEG,2,3,2,71.42857142857143
Capitalising,0,2,5,28.571428571428573
combined,0,2,5,28.571428571428573
strengths,0,2,5,28.571428571428573
Kraken,1,0,1,050.0
Positive,2,5,7,050.0
Expects,1,0,2,33.333333333333336
Professional,0,0,2,000.0
Diversity,0,0,2,000.0
Sells,0,0,3,000.0
History,0,0,2,000.0
IPDN,0,0,2,000.0
Senate,0,1,1,050.0
approves,0,1,1,050.0
victory,0,1,1,050.0
Trump,0,1,2,33.333333333333336
Presents,1,1,1,66.66666666666667
Programming,1,0,1,050.0
Provisioning,1,0,1,050.0
Foundation,2,1,2,060.0
joins,2,0,1,66.66666666666667
expertise,1,0,1,050.0
silicon,1,0,1,050.0
provisioning,1,0,1,050.0
data,2,1,2,060.0
programming,1,0,1,050.0
manufacturing,1,0,1,050.0
processes,1,0,1,050.0
ecosystem,1,0,1,050.0
Does,2,5,2,77.77777777777777
Express,2,5,2,77.77777777777777
Scripts,2,5,2,77.77777777777777
Nicely,2,5,2,77.77777777777777
Altair,1,3,5,44.44444444444444
ALTR,1,3,5,44.44444444444444
Catalyst,3,3,8,42.857142857142854
Previously,1,1,7,22.22222222222222
Announced,1,1,7,22.22222222222222
CPRX,1,0,7,012.5
Indexes,0,4,5,44.44444444444444
Take,0,5,7,41.666666666666664
Surprise,0,4,5,44.44444444444444
Derail,0,4,5,44.44444444444444
This,0,8,5,61.53846153846154
Rally,1,4,6,45.45454545454545
Aegean,4,3,2,77.77777777777777
Marine,4,3,2,77.77777777777777
Secured,4,3,2,77.77777777777777
Borrowing,4,3,2,77.77777777777777
Base,4,5,3,075.0
Multicurrency,4,3,2,77.77777777777777
Revolving,4,3,2,77.77777777777777
Celldex,1,3,5,44.44444444444444
Initiates,3,7,9,52.63157894736842
Candidate,1,3,5,44.44444444444444
1140,1,3,5,44.44444444444444
Tumors,1,3,5,44.44444444444444
CLDX,1,3,5,44.44444444444444
Closes,0,2,5,28.571428571428573
Subscribed,0,0,1,000.0
Convertible,0,0,3,000.0
year,4,8,12,050.0
Continued,0,6,6,050.0
broad,0,6,3,66.66666666666667
strength,0,6,3,66.66666666666667
across,0,7,3,070.0
geographies,0,6,3,66.66666666666667
Ambarella,0,4,5,44.44444444444444
AMBA,0,4,5,44.44444444444444
Fazal,0,3,6,33.333333333333336
Merchant,0,3,6,33.333333333333336
Ryman,0,3,6,33.333333333333336
Hospitality,0,5,6,45.45454545454545
IMPORTANT,1,1,4,33.333333333333336
ACORDA,0,0,2,000.0
THERAPEUTICS,0,0,2,000.0
INVESTOR,1,1,4,33.333333333333336
Wolf,1,1,5,28.571428571428573
Haldenstein,1,1,5,28.571428571428573
Adler,1,1,5,28.571428571428573
Freeman,1,1,5,28.571428571428573
Herz,1,1,5,28.571428571428573
securities,1,1,5,28.571428571428573
class,1,1,5,28.571428571428573
action,1,1,5,28.571428571428573
been,1,1,5,28.571428571428573
filed,1,1,5,28.571428571428573
Court,1,2,5,037.5
Southern,0,1,4,020.0
York,1,2,3,050.0
behalf,1,1,5,28.571428571428573
investors,1,1,6,025.0
purchased,0,0,5,000.0
suffered,1,1,4,33.333333333333336
losses,1,1,4,33.333333333333336
Acorda,0,0,3,000.0
Drill,0,2,2,050.0
Multiple,0,3,2,060.0
Intercepts,0,1,1,050.0
Saddle,0,1,1,050.0
Intersecting,0,1,1,050.0
Hole,0,1,1,050.0
TTD045,0,1,1,050.0
Uptick,0,3,2,060.0
Newswire,0,3,2,060.0
Interviews,0,3,2,060.0
Progressive,1,2,1,075.0
Success,0,3,4,42.857142857142854
RXMD,1,2,1,075.0
Jolla,0,1,2,33.333333333333336
Initiation,1,0,4,020.0
Pivotal,0,2,2,050.0
LJPC401,0,0,2,000.0
Beta,0,0,2,000.0
Thalassemia,0,1,2,33.333333333333336
LJPC,0,1,2,33.333333333333336
Tiffany,0,0,2,000.0
Estimates,0,0,2,000.0
View,0,0,2,000.0
Intact,0,0,2,000.0
Rennova,0,0,2,000.0
Fork,0,0,2,000.0
Medical,5,7,8,060.0
Center,0,1,8,11.11111111111111
Received,0,0,2,000.0
Payments,0,0,2,000.0
Provided,0,0,2,000.0
Ramco,2,4,2,075.0
Gershenson,2,4,2,075.0
Reliant,0,1,1,050.0
Clarifies,0,1,1,050.0
Press,0,1,1,050.0
Adding,0,1,1,050.0
Detailed,0,1,7,012.5
Assay,0,1,1,050.0
Summer,0,1,1,050.0
Statement,0,0,2,000.0
Claim,0,0,2,000.0
Clients,0,0,2,000.0
Achieving,0,0,2,000.0
Excess,0,0,2,000.0
Nanometrics,0,1,1,050.0
Expansion,2,5,6,53.84615384615385
IMPULSE,0,1,1,050.0
Integrated,0,4,2,66.66666666666667
Metrology,0,1,1,050.0
NAND,0,1,1,050.0
Interconnect,0,1,1,050.0
Process,0,1,1,050.0
Control,0,3,4,42.857142857142854
NANO,0,1,1,050.0
Huffington,0,3,6,33.333333333333336
wellness,0,3,6,33.333333333333336
raises,0,3,6,33.333333333333336
Arrivals,0,0,2,000.0
Fresh,0,0,2,000.0
Inspiration,0,0,2,000.0
Tile,0,0,2,000.0
Shop,0,0,2,000.0
Introduces,0,0,2,000.0
More,0,4,6,040.0
Than,0,1,3,025.0
Debuts,0,0,2,000.0
Design,1,3,6,040.0
Catalog,0,0,2,000.0
Wabtec,0,1,1,050.0
Melett,0,1,1,050.0
Supplier,0,1,1,050.0
Turbocharger,0,1,1,050.0
Aftermarket,0,1,1,050.0
Trinidad,0,1,3,025.0
Platinex,0,1,2,33.333333333333336
Sarepta,0,0,2,000.0
Inducement,1,0,5,16.666666666666668
Under,1,1,8,020.0
Listing,1,2,5,037.5
Rule,0,0,4,000.0
5635,0,0,4,000.0
SRPT,0,0,2,000.0
Rush,1,1,0,100.0
Adopts,1,1,0,100.0
Repurchase,1,2,1,075.0
RUSHA,1,1,0,100.0
Atlas,0,0,2,000.0
Engineered,0,0,2,000.0
Clinton,0,0,2,000.0
Truss,0,0,2,000.0
Located,0,0,2,000.0
Ontario,0,0,2,000.0
OTCPK,1,0,1,050.0
Retirement,1,0,1,050.0
Majority,1,1,2,050.0
Dollar,2,1,1,075.0
futures,0,1,2,33.333333333333336
gain,0,1,1,050.0
progress,0,1,3,025.0
InterDigital,1,0,1,050.0
Electronics,1,0,1,050.0
Sign,4,1,2,71.42857142857143
IDCC,1,0,1,050.0
Commercial,1,4,6,45.45454545454545
Columbus,0,0,2,000.0
Salt,0,0,2,000.0
Lake,0,2,8,020.0
GOOD,0,0,2,000.0
OVASCIENCE,0,0,2,000.0
Massachusetts,0,0,3,000.0
OvaScience,0,0,2,000.0
Autodesk,1,0,1,050.0
Overblown,1,0,1,050.0
Comprehensive,1,4,5,050.0
Pharmacy,0,0,3,000.0
AssistRx,0,0,2,000.0
Bring,0,0,2,000.0
Caret,0,0,2,000.0
Hospital,0,1,2,33.333333333333336
Selects,2,1,1,075.0
Medication,0,1,2,33.333333333333336
Therapy,0,0,6,000.0
Nationwide,0,0,1,000.0
Perspectives,0,0,6,000.0
TiVo,0,0,2,000.0
Lilly,0,0,2,000.0
Rigel,0,0,2,000.0
SpartanNash,0,0,2,000.0
Nustar,0,1,2,33.333333333333336
Hornbeck,0,0,2,000.0
Offshore,1,0,3,025.0
Today,3,1,11,26.666666666666668
Competitive,0,0,6,000.0
Landscape,0,0,6,000.0
Interstate,1,3,2,66.66666666666667
Knights,1,1,1,66.66666666666667
LoanSphere,1,1,1,66.66666666666667
Servicing,1,1,1,66.66666666666667
Banks,1,3,3,57.142857142857146
Relationship,1,1,1,66.66666666666667
Yields,2,0,0,100.0
Verisk,1,1,1,66.66666666666667
PowerAdvocate,1,0,1,050.0
VRSK,1,1,1,66.66666666666667
Globus,2,0,0,100.0
Superiority,2,0,0,100.0
SECURE,2,0,0,100.0
ACDF,2,0,0,100.0
Seven,2,0,0,100.0
Years,2,0,0,100.0
GMED,2,0,0,100.0
Streetwise,2,4,3,66.66666666666667
Examines,2,4,3,66.66666666666667
Permian,1,0,0,100.0
Basin,1,1,1,66.66666666666667
Acreage,1,0,0,100.0
Eliminate,2,2,1,080.0
Capex,1,0,0,100.0
Retrophin,0,0,2,000.0
Prescriptions,0,1,3,025.0
RTRX,0,0,2,000.0
InspireMD,0,1,1,050.0
CGuard,0,1,1,050.0
Australia,0,3,1,075.0
Zealand,0,1,0,100.0
Vietnam,0,1,0,100.0
NSPR,0,1,1,050.0
Washington,0,4,6,040.0
REIT,0,5,5,050.0
Calls,0,4,5,44.44444444444444
Skechers,0,0,3,000.0
Mustang,0,0,1,000.0
Harvard,0,0,1,000.0
University,0,0,2,000.0
Collaboration,0,2,3,040.0
Beth,0,0,1,000.0
Israel,0,1,1,050.0
Deaconess,0,0,1,000.0
Develop,0,2,3,040.0
CRISPR,0,3,1,075.0
Cas9,0,0,1,000.0
Enhanced,0,0,1,000.0
Therapies,0,0,1,000.0
MBIO,0,0,1,000.0
rises,0,0,2,000.0
record,0,0,2,000.0
rest,0,0,2,000.0
market,0,0,3,000.0
rolls,0,0,2,000.0
tech,0,1,2,33.333333333333336
woes,0,0,2,000.0
Aton,0,1,2,33.333333333333336
Discovery,0,1,3,025.0
Mineralized,0,0,2,000.0
Zone,0,0,3,000.0
Bohlog,0,0,2,000.0
Prospect,0,0,2,000.0
Assays,0,1,2,33.333333333333336
Grading,0,0,2,000.0
Franchise,1,1,2,050.0
Exclusive,1,5,5,54.54545454545455
FNHI,1,1,2,050.0
Keyera,1,0,1,050.0
Provision,1,1,3,040.0
Holding,1,2,9,025.0
PVHO,1,1,3,040.0
MacB,1,0,1,050.0
Cybersecurity,1,0,1,050.0
Information,1,1,5,28.571428571428573
Task,1,0,1,050.0
Order,3,3,7,46.15384615384615
Image,0,2,5,28.571428571428573
Protect,0,2,2,050.0
Historic,0,1,1,050.0
Rise,0,1,1,050.0
Active,0,1,1,050.0
Infringement,0,3,4,42.857142857142854
Cases,0,1,1,050.0
Ahead,0,1,1,050.0
IMTL,0,2,2,050.0
BioLargo,0,0,1,000.0
Disruptive,0,0,1,000.0
Water,0,0,1,000.0
Advanced,0,2,2,050.0
Wound,0,0,1,000.0
BLGO,0,0,1,000.0
Diverse,1,0,2,33.333333333333336
Vestas,2,0,1,66.66666666666667
Transactions,2,0,1,66.66666666666667
connection,2,0,1,66.66666666666667
back,2,0,1,66.66666666666667
programme,3,0,1,075.0
